'Elapsed time','V5','MLII'
32.450,-0.215,0.050
32.453,-0.195,0.050
32.456,-0.195,0.025
32.458,-0.220,0.000
32.461,-0.215,0.010
32.464,-0.215,0.025
32.467,-0.190,0.040
32.469,-0.185,0.045
32.472,-0.195,0.010
32.475,-0.210,0.030
32.478,-0.215,0.020
32.481,-0.200,0.025
32.483,-0.185,0.045
32.486,-0.175,0.025
32.489,-0.185,0.030
32.492,-0.210,0.025
32.494,-0.210,0.025
32.497,-0.195,0.055
32.500,-0.190,0.060
32.503,-0.170,0.050
32.506,-0.195,0.035
32.508,-0.215,0.030
32.511,-0.205,0.045
32.514,-0.195,0.050
32.517,-0.175,0.060
32.519,-0.165,0.060
32.522,-0.185,0.040
32.525,-0.180,0.035
32.528,-0.195,0.050
32.531,-0.190,0.060
32.533,-0.175,0.065
32.536,-0.175,0.055
32.539,-0.190,0.035
32.542,-0.195,0.040
32.544,-0.205,0.045
32.547,-0.205,0.060
32.550,-0.195,0.065
32.553,-0.200,0.055
32.556,-0.200,0.035
32.558,-0.215,0.030
32.561,-0.220,0.035
32.564,-0.205,0.045
32.567,-0.200,0.060
32.569,-0.195,0.060
32.572,-0.205,0.035
32.575,-0.225,0.020
32.578,-0.225,0.030
32.581,-0.215,0.040
32.583,-0.200,0.070
32.586,-0.195,0.055
32.589,-0.200,0.030
32.592,-0.220,0.030
32.594,-0.230,0.040
32.597,-0.215,0.050
32.600,-0.230,0.050
32.603,-0.225,0.035
32.606,-0.230,0.005
32.608,-0.250,0.010
32.611,-0.245,0.015
32.614,-0.245,0.020
32.617,-0.235,0.045
32.619,-0.225,0.035
32.622,-0.245,0.015
32.625,-0.255,0.010
32.628,-0.265,0.015
32.631,-0.250,0.020
32.633,-0.235,0.025
32.636,-0.240,0.025
32.639,-0.250,0.015
32.642,-0.250,-0.010
32.644,-0.255,0.000
32.647,-0.255,0.010
32.650,-0.240,0.020
32.653,-0.245,0.025
32.656,-0.255,0.000
32.658,-0.270,0.000
32.661,-0.275,0.005
32.664,-0.270,0.020
32.667,-0.250,0.030
32.669,-0.255,0.015
32.672,-0.260,0.000
32.675,-0.265,-0.010
32.678,-0.280,0.000
32.681,-0.265,0.005
32.683,-0.265,0.020
32.686,-0.255,0.025
32.689,-0.255,0.010
32.692,-0.270,0.015
32.694,-0.280,0.010
32.697,-0.280,0.010
32.700,-0.270,0.020
32.703,-0.255,0.015
32.706,-0.265,0.000
32.708,-0.280,0.010
32.711,-0.280,0.015
32.714,-0.270,0.020
32.717,-0.255,0.040
32.719,-0.250,0.020
32.722,-0.255,0.015
32.725,-0.270,0.000
32.728,-0.270,0.015
32.731,-0.265,0.015
32.733,-0.255,0.030
32.736,-0.260,0.020
32.739,-0.265,0.020
32.742,-0.275,0.000
32.744,-0.280,0.020
32.747,-0.275,0.010
32.750,-0.260,0.020
32.753,-0.260,0.025
32.756,-0.265,0.020
32.758,-0.285,0.000
32.761,-0.290,0.010
32.764,-0.280,0.010
32.767,-0.265,0.030
32.769,-0.265,0.030
32.772,-0.270,0.010
32.775,-0.280,0.010
32.778,-0.285,0.010
32.781,-0.280,0.020
32.783,-0.265,0.030
32.786,-0.275,0.040
32.789,-0.260,0.025
32.792,-0.280,0.010
32.794,-0.270,0.010
32.797,-0.270,0.030
32.800,-0.260,0.025
32.803,-0.255,0.030
32.806,-0.260,0.010
32.808,-0.280,0.005
32.811,-0.275,0.005
32.814,-0.260,0.035
32.817,-0.255,0.035
32.819,-0.245,0.025
32.822,-0.265,0.010
32.825,-0.275,0.005
32.828,-0.275,0.025
32.831,-0.270,0.025
32.833,-0.255,0.035
32.836,-0.255,0.030
32.839,-0.260,0.015
32.842,-0.265,0.015
32.844,-0.275,0.020
32.847,-0.260,0.025
32.850,-0.250,0.035
32.853,-0.245,0.030
32.856,-0.255,0.020
32.858,-0.275,0.010
32.861,-0.285,0.020
32.864,-0.260,0.035
32.867,-0.245,0.040
32.869,-0.250,0.020
32.872,-0.255,0.015
32.875,-0.270,0.010
32.878,-0.275,0.010
32.881,-0.265,0.035
32.883,-0.250,0.030
32.886,-0.250,0.035
32.889,-0.250,0.015
32.892,-0.275,0.020
32.894,-0.280,0.015
32.897,-0.260,0.025
32.900,-0.260,0.040
32.903,-0.245,0.030
32.906,-0.270,0.030
32.908,-0.285,0.015
32.911,-0.260,0.025
32.914,-0.250,0.045
32.917,-0.230,0.060
32.919,-0.215,0.055
32.922,-0.225,0.050
32.925,-0.235,0.040
32.928,-0.235,0.060
32.931,-0.220,0.080
32.933,-0.200,0.095
32.936,-0.205,0.085
32.939,-0.210,0.065
32.942,-0.215,0.075
32.944,-0.210,0.080
32.947,-0.190,0.090
32.950,-0.170,0.100
32.953,-0.175,0.100
32.956,-0.170,0.090
32.958,-0.190,0.080
32.961,-0.205,0.085
32.964,-0.200,0.095
32.967,-0.185,0.105
32.969,-0.200,0.080
32.972,-0.200,0.065
32.975,-0.240,0.050
32.978,-0.245,0.060
32.981,-0.240,0.070
32.983,-0.230,0.075
32.986,-0.220,0.070
32.989,-0.240,0.070
32.992,-0.250,0.060
32.994,-0.255,0.070
32.997,-0.240,0.075
33.000,-0.225,0.085
33.003,-0.235,0.080
33.006,-0.240,0.075
33.008,-0.235,0.070
33.011,-0.235,0.085
33.014,-0.210,0.075
33.017,-0.200,0.090
33.019,-0.215,0.055
33.022,-0.230,0.035
33.025,-0.260,0.020
33.028,-0.275,0.030
33.031,-0.275,0.045
33.033,-0.270,0.060
33.036,-0.270,0.050
33.039,-0.265,0.030
33.042,-0.285,0.020
33.044,-0.270,0.035
33.047,-0.265,0.035
33.050,-0.260,0.040
33.053,-0.270,0.035
33.056,-0.260,0.030
33.058,-0.285,0.005
33.061,-0.300,0.035
33.064,-0.280,0.035
33.067,-0.265,0.050
33.069,-0.265,0.040
33.072,-0.270,0.020
33.075,-0.275,0.005
33.078,-0.290,0.020
33.081,-0.285,0.025
33.083,-0.270,0.040
33.086,-0.260,0.035
33.089,-0.270,0.030
33.092,-0.295,0.015
33.094,-0.285,0.025
33.097,-0.270,0.040
33.100,-0.265,0.055
33.103,-0.260,0.040
33.106,-0.270,0.030
33.108,-0.275,0.015
33.111,-0.280,0.035
33.114,-0.275,0.050
33.117,-0.260,0.065
33.119,-0.265,0.050
33.122,-0.270,0.065
33.125,-0.275,0.050
33.128,-0.275,0.055
33.131,-0.260,0.080
33.133,-0.240,0.105
33.136,-0.230,0.120
33.139,-0.230,0.140
33.142,-0.235,0.165
33.144,-0.225,0.220
33.147,-0.195,0.285
33.150,-0.165,0.340
33.153,-0.155,0.385
33.156,-0.205,0.465
33.158,-0.285,0.565
33.161,-0.350,0.725
33.164,-0.380,0.875
33.167,-0.415,1.030
33.169,-0.470,1.165
33.172,-0.540,1.275
33.175,-0.600,1.405
33.178,-0.620,1.575
33.181,-0.570,1.745
33.183,-0.490,1.905
33.186,-0.390,1.985
33.189,-0.290,1.960
33.192,-0.175,1.780
33.194,-0.105,1.480
33.197,-0.065,1.060
33.200,-0.125,0.635
33.203,-0.300,0.290
33.206,-0.520,0.090
33.208,-0.665,-0.005
33.211,-0.720,-0.040
33.214,-0.695,-0.020
33.217,-0.640,0.000
33.219,-0.565,0.020
33.222,-0.475,0.015
33.225,-0.390,0.010
33.228,-0.320,0.000
33.231,-0.285,0.005
33.233,-0.265,0.005
33.236,-0.260,-0.005
33.239,-0.250,-0.035
33.242,-0.255,-0.055
33.244,-0.255,-0.050
33.247,-0.240,-0.045
33.250,-0.230,-0.030
33.253,-0.215,-0.045
33.256,-0.210,-0.065
33.258,-0.215,-0.065
33.261,-0.220,-0.065
33.264,-0.200,-0.055
33.267,-0.185,-0.050
33.269,-0.185,-0.060
33.272,-0.175,-0.065
33.275,-0.195,-0.085
33.278,-0.200,-0.075
33.281,-0.180,-0.065
33.283,-0.155,-0.050
33.286,-0.150,-0.050
33.289,-0.155,-0.070
33.292,-0.175,-0.095
33.294,-0.165,-0.080
33.297,-0.160,-0.080
33.300,-0.150,-0.065
33.303,-0.145,-0.075
33.306,-0.160,-0.085
33.308,-0.175,-0.100
33.311,-0.165,-0.095
33.314,-0.155,-0.080
33.317,-0.145,-0.075
33.319,-0.155,-0.090
33.322,-0.150,-0.100
33.325,-0.160,-0.110
33.328,-0.155,-0.100
33.331,-0.135,-0.080
33.333,-0.145,-0.085
33.336,-0.140,-0.075
33.339,-0.135,-0.105
33.342,-0.145,-0.105
33.344,-0.145,-0.105
33.347,-0.130,-0.100
33.350,-0.135,-0.080
33.353,-0.130,-0.095
33.356,-0.130,-0.105
33.358,-0.145,-0.105
33.361,-0.145,-0.100
33.364,-0.135,-0.080
33.367,-0.120,-0.085
33.369,-0.105,-0.080
33.372,-0.125,-0.100
33.375,-0.130,-0.105
33.378,-0.135,-0.095
33.381,-0.115,-0.080
33.383,-0.105,-0.065
33.386,-0.095,-0.095
33.389,-0.115,-0.090
33.392,-0.120,-0.095
33.394,-0.115,-0.095
33.397,-0.100,-0.085
33.400,-0.080,-0.070
33.403,-0.085,-0.075
33.406,-0.105,-0.085
33.408,-0.105,-0.095
33.411,-0.095,-0.095
33.414,-0.085,-0.080
33.417,-0.060,-0.075
33.419,-0.050,-0.070
33.422,-0.070,-0.080
33.425,-0.070,-0.100
33.428,-0.070,-0.075
33.431,-0.050,-0.065
33.433,-0.035,-0.045
33.436,-0.040,-0.060
33.439,-0.050,-0.075
33.442,-0.065,-0.090
33.444,-0.045,-0.070
33.447,-0.035,-0.045
33.450,-0.010,-0.030
33.453,-0.020,-0.030
33.456,-0.010,-0.025
33.458,-0.020,-0.030
33.461,-0.015,-0.005
33.464,0.000,0.010
33.467,0.020,0.020
33.469,0.010,0.025
33.472,0.005,0.015
33.475,-0.010,0.025
33.478,0.000,0.040
33.481,0.025,0.060
33.483,0.030,0.080
33.486,0.035,0.095
33.489,0.030,0.095
33.492,0.020,0.095
33.494,0.015,0.110
33.497,0.035,0.135
33.500,0.050,0.155
33.503,0.040,0.165
33.506,0.030,0.165
33.508,0.025,0.170
33.511,0.025,0.185
33.514,0.030,0.200
33.517,0.050,0.220
33.519,0.060,0.220
33.522,0.025,0.200
33.525,0.020,0.195
33.528,0.005,0.200
33.531,-0.005,0.210
33.533,-0.005,0.220
33.536,0.005,0.205
33.539,-0.005,0.185
33.542,-0.030,0.175
33.544,-0.040,0.165
33.547,-0.030,0.165
33.550,-0.040,0.180
33.553,-0.050,0.155
33.556,-0.060,0.130
33.558,-0.080,0.120
33.561,-0.100,0.115
33.564,-0.090,0.110
33.567,-0.090,0.115
33.569,-0.080,0.110
33.572,-0.105,0.085
33.575,-0.125,0.065
33.578,-0.140,0.070
33.581,-0.140,0.075
33.583,-0.110,0.090
33.586,-0.120,0.080
33.589,-0.135,0.060
33.592,-0.145,0.055
33.594,-0.145,0.070
33.597,-0.135,0.070
33.600,-0.135,0.085
33.603,-0.125,0.075
33.606,-0.135,0.055
33.608,-0.150,0.050
33.611,-0.155,0.045
33.614,-0.155,0.055
33.617,-0.145,0.065
33.619,-0.145,0.070
33.622,-0.145,0.045
33.625,-0.150,0.030
33.628,-0.160,0.035
33.631,-0.150,0.040
33.633,-0.140,0.050
33.636,-0.145,0.055
33.639,-0.160,0.030
33.642,-0.160,0.030
33.644,-0.165,0.030
33.647,-0.155,0.035
33.650,-0.140,0.050
33.653,-0.130,0.030
33.656,-0.145,0.025
33.658,-0.160,0.010
33.661,-0.160,0.020
33.664,-0.165,0.030
33.667,-0.140,0.035
33.669,-0.145,0.025
33.672,-0.130,0.010
33.675,-0.160,0.015
33.678,-0.150,0.015
33.681,-0.150,0.030
33.683,-0.130,0.040
33.686,-0.125,0.035
33.689,-0.150,0.015
33.692,-0.155,0.015
33.694,-0.150,0.020
33.697,-0.145,0.035
33.700,-0.130,0.050
33.703,-0.135,0.050
33.706,-0.140,0.025
33.708,-0.145,0.020
33.711,-0.145,0.030
33.714,-0.145,0.040
33.717,-0.115,0.055
33.719,-0.125,0.055
33.722,-0.125,0.040
33.725,-0.150,0.035
33.728,-0.145,0.055
33.731,-0.130,0.055
33.733,-0.115,0.065
33.736,-0.105,0.055
33.739,-0.130,0.050
33.742,-0.145,0.055
33.744,-0.135,0.060
33.747,-0.140,0.060
33.750,-0.125,0.070
33.753,-0.115,0.055
33.756,-0.135,0.050
33.758,-0.150,0.045
33.761,-0.155,0.055
33.764,-0.150,0.060
33.767,-0.140,0.050
33.769,-0.140,0.060
33.772,-0.140,0.050
33.775,-0.160,0.030
33.778,-0.160,0.030
33.781,-0.145,0.050
33.783,-0.135,0.055
33.786,-0.145,0.045
33.789,-0.140,0.040
33.792,-0.160,0.030
33.794,-0.170,0.035
33.797,-0.155,0.055
33.800,-0.135,0.060
33.803,-0.135,0.040
33.806,-0.150,0.030
33.808,-0.165,0.020
33.811,-0.170,0.035
33.814,-0.175,0.045
33.817,-0.150,0.050
33.819,-0.140,0.040
33.822,-0.155,0.030
33.825,-0.175,0.010
33.828,-0.195,0.005
33.831,-0.170,0.025
33.833,-0.155,0.030
33.836,-0.170,0.035
33.839,-0.175,0.005
33.842,-0.195,0.000
33.844,-0.185,0.025
33.847,-0.180,0.030
33.850,-0.165,0.030
33.853,-0.175,0.020
33.856,-0.175,0.020
33.858,-0.190,0.000
33.861,-0.190,0.005
33.864,-0.185,0.025
33.867,-0.165,0.025
33.869,-0.170,0.020
33.872,-0.185,0.010
33.875,-0.210,0.005
33.878,-0.195,0.010
33.881,-0.185,0.015
33.883,-0.180,0.030
33.886,-0.170,0.020
33.889,-0.180,0.010
33.892,-0.190,-0.005
33.894,-0.195,-0.005
33.897,-0.180,0.010
33.900,-0.180,0.020
33.903,-0.190,0.015
33.906,-0.195,0.005
33.908,-0.200,0.000
33.911,-0.210,0.005
33.914,-0.205,0.025
33.917,-0.200,0.025
33.919,-0.185,0.020
33.922,-0.195,-0.005
33.925,-0.205,0.005
33.928,-0.215,-0.005
33.931,-0.200,0.015
33.933,-0.195,0.020
33.936,-0.185,0.010
33.939,-0.205,0.005
33.942,-0.210,-0.005
33.944,-0.210,0.010
33.947,-0.200,0.015
33.950,-0.180,0.035
33.953,-0.180,0.030
33.956,-0.185,0.015
33.958,-0.205,0.015
33.961,-0.220,0.020
33.964,-0.200,0.020
33.967,-0.200,0.035
33.969,-0.195,0.025
33.972,-0.195,0.010
33.975,-0.205,0.005
33.978,-0.205,0.015
33.981,-0.205,0.025
33.983,-0.190,0.025
33.986,-0.200,0.025
33.989,-0.200,0.005
33.992,-0.210,-0.005
33.994,-0.210,0.010
33.997,-0.200,0.020
34.000,-0.190,0.025
34.003,-0.200,0.025
34.006,-0.190,0.010
34.008,-0.205,0.005
34.011,-0.210,0.015
34.014,-0.205,0.015
34.017,-0.195,0.035
34.019,-0.195,0.020
34.022,-0.205,0.020
34.025,-0.215,0.015
34.028,-0.205,0.025
34.031,-0.215,0.025
34.033,-0.180,0.040
34.036,-0.185,0.035
34.039,-0.195,0.020
34.042,-0.205,0.005
34.044,-0.200,0.005
34.047,-0.195,0.030
34.050,-0.175,0.025
34.053,-0.180,0.030
34.056,-0.200,0.020
34.058,-0.210,0.005
34.061,-0.220,0.020
34.064,-0.185,0.025
34.067,-0.175,0.035
34.069,-0.185,0.040
34.072,-0.200,0.025
34.075,-0.200,0.010
34.078,-0.200,0.005
34.081,-0.200,0.030
34.083,-0.180,0.035
34.086,-0.180,0.030
34.089,-0.180,0.025
34.092,-0.190,0.015
34.094,-0.190,0.030
34.097,-0.160,0.040
34.100,-0.145,0.060
34.103,-0.150,0.055
34.106,-0.140,0.050
34.108,-0.150,0.045
34.111,-0.145,0.055
34.114,-0.150,0.085
34.117,-0.130,0.090
34.119,-0.130,0.070
34.122,-0.135,0.070
34.125,-0.130,0.065
34.128,-0.130,0.065
34.131,-0.120,0.080
34.133,-0.115,0.100
34.136,-0.105,0.095
34.139,-0.115,0.075
34.142,-0.135,0.045
34.144,-0.155,0.050
34.147,-0.140,0.050
34.150,-0.145,0.065
34.153,-0.165,0.060
34.156,-0.175,0.040
34.158,-0.170,0.035
34.161,-0.165,0.065
34.164,-0.150,0.070
34.167,-0.145,0.080
34.169,-0.150,0.065
34.172,-0.145,0.070
34.175,-0.155,0.065
34.178,-0.160,0.060
34.181,-0.150,0.070
34.183,-0.130,0.045
34.186,-0.155,0.030
34.189,-0.175,0.030
34.192,-0.205,0.030
34.194,-0.215,0.030
34.197,-0.205,0.050
34.200,-0.190,0.060
34.203,-0.180,0.040
34.206,-0.205,0.015
34.208,-0.220,0.015
34.211,-0.215,0.020
34.214,-0.225,0.030
34.217,-0.210,0.035
34.219,-0.195,0.040
34.222,-0.210,0.000
34.225,-0.205,0.020
34.228,-0.215,0.015
34.231,-0.200,0.035
34.233,-0.185,0.050
34.236,-0.180,0.025
34.239,-0.190,0.015
34.242,-0.225,0.010
34.244,-0.215,0.015
34.247,-0.205,0.030
34.250,-0.195,0.035
34.253,-0.200,0.030
34.256,-0.215,0.025
34.258,-0.210,0.025
34.261,-0.215,0.020
34.264,-0.205,0.035
34.267,-0.190,0.040
34.269,-0.195,0.040
34.272,-0.220,0.030
34.275,-0.235,0.030
34.278,-0.220,0.035
34.281,-0.215,0.045
34.283,-0.195,0.050
34.286,-0.185,0.045
34.289,-0.200,0.045
34.292,-0.205,0.065
34.294,-0.190,0.100
34.297,-0.175,0.150
34.300,-0.150,0.200
34.303,-0.135,0.240
34.306,-0.120,0.260
34.308,-0.110,0.295
34.311,-0.125,0.375
34.314,-0.170,0.475
34.317,-0.230,0.610
34.319,-0.290,0.740
34.322,-0.345,0.855
34.325,-0.430,0.970
34.328,-0.505,1.120
34.331,-0.560,1.265
34.333,-0.610,1.435
34.336,-0.585,1.620
34.339,-0.525,1.785
34.342,-0.415,1.870
34.344,-0.270,1.820
34.347,-0.125,1.600
34.350,-0.035,1.205
34.353,-0.050,0.710
34.356,-0.165,0.295
34.358,-0.405,0.065
34.361,-0.570,-0.035
34.364,-0.640,-0.055
34.367,-0.635,-0.055
34.369,-0.570,-0.015
34.372,-0.505,-0.020
34.375,-0.410,-0.020
34.378,-0.310,-0.020
34.381,-0.225,-0.015
34.383,-0.190,0.015
34.386,-0.180,-0.010
34.389,-0.175,-0.040
34.392,-0.185,-0.060
34.394,-0.180,-0.065
34.397,-0.170,-0.060
34.400,-0.160,-0.050
34.403,-0.155,-0.070
34.406,-0.145,-0.085
34.408,-0.160,-0.095
34.411,-0.170,-0.085
34.414,-0.150,-0.075
34.417,-0.130,-0.065
34.419,-0.130,-0.080
34.422,-0.130,-0.085
34.425,-0.145,-0.105
34.428,-0.145,-0.090
34.431,-0.140,-0.090
34.433,-0.100,-0.070
34.436,-0.115,-0.080
34.439,-0.115,-0.090
34.442,-0.125,-0.095
34.444,-0.125,-0.095
34.447,-0.110,-0.090
34.450,-0.080,-0.090
34.453,-0.085,-0.090
34.456,-0.095,-0.105
34.458,-0.115,-0.120
34.461,-0.110,-0.105
34.464,-0.105,-0.100
34.467,-0.085,-0.095
34.469,-0.090,-0.105
34.472,-0.100,-0.115
34.475,-0.115,-0.125
34.478,-0.110,-0.120
34.481,-0.095,-0.105
34.483,-0.085,-0.105
34.486,-0.080,-0.110
34.489,-0.105,-0.120
34.492,-0.110,-0.125
34.494,-0.105,-0.130
34.497,-0.090,-0.105
34.500,-0.075,-0.090
34.503,-0.065,-0.105
34.506,-0.090,-0.120
34.508,-0.100,-0.130
34.511,-0.100,-0.125
34.514,-0.085,-0.120
34.517,-0.075,-0.095
34.519,-0.060,-0.100
34.522,-0.070,-0.115
34.525,-0.080,-0.120
34.528,-0.070,-0.110
34.531,-0.070,-0.110
34.533,-0.055,-0.100
34.536,-0.050,-0.100
34.539,-0.060,-0.125
34.542,-0.065,-0.120
34.544,-0.065,-0.100
34.547,-0.060,-0.085
34.550,-0.035,-0.070
34.553,-0.030,-0.085
34.556,-0.035,-0.095
34.558,-0.055,-0.115
34.561,-0.055,-0.100
34.564,-0.045,-0.080
34.567,-0.030,-0.065
34.569,-0.020,-0.070
34.572,-0.035,-0.070
34.575,-0.025,-0.080
34.578,-0.015,-0.075
34.581,-0.025,-0.050
34.583,-0.015,-0.050
34.586,0.000,-0.040
34.589,0.000,-0.050
34.592,0.000,-0.045
34.594,0.000,-0.025
34.597,0.015,-0.005
34.600,0.035,0.005
34.603,0.030,0.020
34.606,0.015,0.010
34.608,0.010,0.015
34.611,0.020,0.035
34.614,0.030,0.050
34.617,0.040,0.075
34.619,0.055,0.075
34.622,0.045,0.070
34.625,0.035,0.085
34.628,0.030,0.105
34.631,0.040,0.130
34.633,0.050,0.155
34.636,0.050,0.155
34.639,0.045,0.155
34.642,0.030,0.160
34.644,0.020,0.175
34.647,0.025,0.190
34.650,0.045,0.185
34.653,0.035,0.180
34.656,0.010,0.175
34.658,0.005,0.165
34.661,-0.010,0.160
34.664,-0.015,0.180
34.667,-0.005,0.165
34.669,0.000,0.145
34.672,-0.030,0.140
34.675,-0.050,0.115
34.678,-0.055,0.110
34.681,-0.065,0.115
34.683,-0.050,0.125
34.686,-0.060,0.095
34.689,-0.080,0.075
34.692,-0.100,0.065
34.694,-0.105,0.065
34.697,-0.115,0.075
34.700,-0.090,0.070
34.703,-0.115,0.065
34.706,-0.115,0.050
34.708,-0.145,0.035
34.711,-0.140,0.035
34.714,-0.125,0.045
34.717,-0.120,0.045
34.719,-0.125,0.040
34.722,-0.125,0.030
34.725,-0.145,0.025
34.728,-0.135,0.030
34.731,-0.130,0.050
34.733,-0.115,0.045
34.736,-0.125,0.030
34.739,-0.135,0.035
34.742,-0.145,0.015
34.744,-0.155,0.025
34.747,-0.145,0.040
34.750,-0.120,0.035
34.753,-0.135,0.030
34.756,-0.135,0.020
34.758,-0.145,0.015
34.761,-0.160,0.005
34.764,-0.145,0.025
34.767,-0.130,0.020
34.769,-0.135,0.020
34.772,-0.150,0.015
34.775,-0.155,0.000
34.778,-0.160,0.005
34.781,-0.155,0.005
34.783,-0.135,0.020
34.786,-0.145,0.010
34.789,-0.135,0.010
34.792,-0.165,0.000
34.794,-0.170,0.010
34.797,-0.135,0.025
34.800,-0.125,0.030
34.803,-0.130,0.025
34.806,-0.135,0.010
34.808,-0.145,0.005
34.811,-0.145,0.010
34.814,-0.135,0.025
34.817,-0.125,0.040
34.819,-0.125,0.025
34.822,-0.140,0.005
34.825,-0.155,0.005
34.828,-0.150,0.015
34.831,-0.125,0.030
34.833,-0.120,0.035
34.836,-0.115,0.035
34.839,-0.130,0.010
34.842,-0.150,0.015
34.844,-0.145,0.015
34.847,-0.135,0.035
34.850,-0.130,0.045
34.853,-0.135,0.030
34.856,-0.135,0.015
34.858,-0.160,0.010
34.861,-0.155,0.020
34.864,-0.135,0.040
34.867,-0.125,0.045
34.869,-0.130,0.020
34.872,-0.135,0.010
34.875,-0.155,0.000
34.878,-0.160,0.000
34.881,-0.145,0.025
34.883,-0.135,0.025
34.886,-0.150,0.020
34.889,-0.135,0.010
34.892,-0.160,0.005
34.894,-0.175,0.005
34.897,-0.155,0.000
34.900,-0.140,0.020
34.903,-0.150,0.005
34.906,-0.165,-0.010
34.908,-0.180,-0.005
34.911,-0.185,0.005
34.914,-0.175,0.015
34.917,-0.150,0.015
34.919,-0.160,0.015
34.922,-0.165,-0.005
34.925,-0.185,-0.015
34.928,-0.175,-0.005
34.931,-0.175,0.000
34.933,-0.165,0.025
34.936,-0.160,0.005
34.939,-0.185,0.000
34.942,-0.195,0.000
34.944,-0.195,-0.005
34.947,-0.175,0.005
34.950,-0.165,0.010
34.953,-0.170,-0.005
34.956,-0.175,-0.005
34.958,-0.200,-0.015
34.961,-0.205,0.000
34.964,-0.185,0.015
34.967,-0.175,0.010
34.969,-0.175,-0.005
34.972,-0.190,-0.015
34.975,-0.205,-0.015
34.978,-0.215,-0.025
34.981,-0.215,0.015
34.983,-0.185,0.020
34.986,-0.195,0.010
34.989,-0.195,-0.010
34.992,-0.205,-0.020
34.994,-0.200,-0.015
34.997,-0.195,0.000
35.000,-0.185,0.010
35.003,-0.200,-0.005
35.006,-0.200,-0.010
35.008,-0.210,-0.025
35.011,-0.200,0.000
35.014,-0.200,0.005
35.017,-0.185,0.015
35.019,-0.195,-0.005
35.022,-0.205,-0.020
35.025,-0.220,-0.020
35.028,-0.220,-0.010
35.031,-0.210,0.000
35.033,-0.195,0.020
35.036,-0.195,0.000
35.039,-0.200,-0.015
35.042,-0.215,-0.020
35.044,-0.215,-0.005
35.047,-0.215,0.005
35.050,-0.195,0.010
35.053,-0.195,0.010
35.056,-0.215,-0.005
35.058,-0.220,-0.010
35.061,-0.215,-0.010
35.064,-0.205,0.005
35.067,-0.195,0.025
35.069,-0.205,0.000
35.072,-0.195,-0.005
35.075,-0.215,-0.010
35.078,-0.220,0.005
35.081,-0.215,-0.005
35.083,-0.190,0.010
35.086,-0.195,0.005
35.089,-0.205,-0.020
35.092,-0.235,-0.030
35.094,-0.215,-0.005
35.097,-0.215,0.010
35.100,-0.200,0.020
35.103,-0.200,0.005
35.106,-0.205,-0.010
35.108,-0.235,-0.020
35.111,-0.225,-0.015
35.114,-0.210,0.005
35.117,-0.190,0.010
35.119,-0.200,0.015
35.122,-0.195,-0.010
35.125,-0.205,-0.020
35.128,-0.225,-0.005
35.131,-0.200,-0.005
35.133,-0.180,0.010
35.136,-0.185,0.005
35.139,-0.195,-0.010
35.142,-0.210,-0.005
35.144,-0.215,0.000
35.147,-0.190,0.015
35.150,-0.190,0.015
35.153,-0.200,0.010
35.156,-0.210,-0.005
35.158,-0.215,-0.010
35.161,-0.210,0.005
35.164,-0.215,0.025
35.167,-0.185,0.030
35.169,-0.185,0.010
35.172,-0.195,0.005
35.175,-0.225,-0.005
35.178,-0.210,0.005
35.181,-0.200,0.020
35.183,-0.185,0.025
35.186,-0.190,0.015
35.189,-0.185,0.010
35.192,-0.195,0.005
35.194,-0.200,0.015
35.197,-0.170,0.030
35.200,-0.140,0.035
35.203,-0.150,0.050
35.206,-0.145,0.045
35.208,-0.165,0.045
35.211,-0.150,0.050
35.214,-0.140,0.060
35.217,-0.125,0.070
35.219,-0.120,0.070
35.222,-0.145,0.065
35.225,-0.145,0.060
35.228,-0.145,0.075
35.231,-0.120,0.080
35.233,-0.110,0.085
35.236,-0.125,0.095
35.239,-0.145,0.065
35.242,-0.165,0.050
35.244,-0.165,0.045
35.247,-0.155,0.065
35.250,-0.155,0.070
35.253,-0.165,0.065
35.256,-0.185,0.055
35.258,-0.185,0.045
35.261,-0.190,0.050
35.264,-0.165,0.070
35.267,-0.155,0.090
35.269,-0.165,0.085
35.272,-0.170,0.070
35.275,-0.170,0.060
35.278,-0.170,0.070
35.281,-0.145,0.075
35.283,-0.135,0.060
35.286,-0.145,0.045
35.289,-0.170,0.020
35.292,-0.210,0.015
35.294,-0.210,0.020
35.297,-0.205,0.040
35.300,-0.195,0.055
35.303,-0.190,0.035
35.306,-0.200,0.025
35.308,-0.210,0.015
35.311,-0.210,0.020
35.314,-0.205,0.035
35.317,-0.195,0.045
35.319,-0.190,0.040
35.322,-0.200,0.015
35.325,-0.215,0.015
35.328,-0.220,0.015
35.331,-0.220,0.035
35.333,-0.200,0.035
35.336,-0.200,0.025
35.339,-0.215,0.025
35.342,-0.225,0.025
35.344,-0.225,0.030
35.347,-0.195,0.025
35.350,-0.190,0.035
35.353,-0.195,0.030
35.356,-0.195,0.015
35.358,-0.215,0.025
35.361,-0.215,0.035
35.364,-0.220,0.050
35.367,-0.190,0.050
35.369,-0.190,0.040
35.372,-0.200,0.030
35.375,-0.215,0.030
35.378,-0.205,0.050
35.381,-0.195,0.070
35.383,-0.180,0.090
35.386,-0.170,0.105
35.389,-0.175,0.120
35.392,-0.185,0.150
35.394,-0.165,0.200
35.397,-0.135,0.265
