'Elapsed time','V5','V2'
'0:04.683',-0.275,1.165
'0:04.686',-0.260,1.190
'0:04.689',-0.270,1.225
'0:04.692',-0.270,1.235
'0:04.694',-0.270,1.275
'0:04.697',-0.255,1.315
'0:04.700',-0.255,1.340
'0:04.703',-0.260,1.385
'0:04.706',-0.260,1.400
'0:04.708',-0.255,1.435
'0:04.711',-0.265,1.470
'0:04.714',-0.260,1.515
'0:04.717',-0.240,1.540
'0:04.719',-0.240,1.585
'0:04.722',-0.240,1.620
'0:04.725',-0.240,1.640
'0:04.728',-0.250,1.670
'0:04.731',-0.240,1.720
'0:04.733',-0.225,1.765
'0:04.736',-0.210,1.780
'0:04.739',-0.220,1.805
'0:04.742',-0.215,1.835
'0:04.744',-0.215,1.870
'0:04.747',-0.200,1.915
'0:04.750',-0.200,1.940
'0:04.753',-0.195,1.955
'0:04.756',-0.200,1.975
'0:04.758',-0.200,1.995
'0:04.761',-0.195,2.030
'0:04.764',-0.185,2.040
'0:04.767',-0.170,2.060
'0:04.769',-0.160,2.075
'0:04.772',-0.150,2.060
'0:04.775',-0.150,2.065
'0:04.778',-0.160,2.060
'0:04.781',-0.145,2.070
'0:04.783',-0.140,2.070
'0:04.786',-0.140,2.035
'0:04.789',-0.140,2.005
'0:04.792',-0.140,1.970
'0:04.794',-0.140,1.950
'0:04.797',-0.135,1.930
'0:04.800',-0.125,1.875
'0:04.803',-0.125,1.825
'0:04.806',-0.110,1.775
'0:04.808',-0.115,1.700
'0:04.811',-0.125,1.660
'0:04.814',-0.090,1.610
'0:04.817',-0.080,1.535
'0:04.819',-0.080,1.470
'0:04.822',-0.080,1.395
'0:04.825',-0.090,1.310
'0:04.828',-0.095,1.220
'0:04.831',-0.085,1.145
'0:04.833',-0.080,1.070
'0:04.836',-0.075,0.980
'0:04.839',-0.080,0.895
'0:04.842',-0.090,0.815
'0:04.844',-0.085,0.735
'0:04.847',-0.085,0.680
'0:04.850',-0.080,0.635
'0:04.853',-0.090,0.550
'0:04.856',-0.100,0.490
'0:04.858',-0.110,0.425
'0:04.861',-0.135,0.380
'0:04.864',-0.130,0.360
'0:04.867',-0.125,0.340
'0:04.869',-0.135,0.305
'0:04.872',-0.150,0.255
'0:04.875',-0.175,0.220
'0:04.878',-0.190,0.190
'0:04.881',-0.200,0.180
'0:04.883',-0.200,0.160
'0:04.886',-0.195,0.135
'0:04.889',-0.210,0.105
'0:04.892',-0.230,0.080
'0:04.894',-0.220,0.065
'0:04.897',-0.230,0.070
'0:04.900',-0.220,0.075
'0:04.903',-0.220,0.050
'0:04.906',-0.245,0.045
'0:04.908',-0.270,0.020
'0:04.911',-0.255,0.025
'0:04.914',-0.255,0.020
'0:04.917',-0.250,0.030
'0:04.919',-0.255,0.025
'0:04.922',-0.260,0.010
'0:04.925',-0.255,-0.005
'0:04.928',-0.265,0.000
'0:04.931',-0.265,0.005
'0:04.933',-0.250,0.015
'0:04.936',-0.255,0.015
'0:04.939',-0.255,0.005
'0:04.942',-0.270,0.015
'0:04.944',-0.275,0.010
'0:04.947',-0.270,0.020
'0:04.950',-0.265,0.020
'0:04.953',-0.270,0.015
'0:04.956',-0.265,0.025
'0:04.958',-0.275,-0.005
'0:04.961',-0.280,0.005
'0:04.964',-0.275,0.030
'0:04.967',-0.270,0.030
'0:04.969',-0.275,0.030
'0:04.972',-0.285,0.015
'0:04.975',-0.295,-0.005
'0:04.978',-0.295,0.015
'0:04.981',-0.290,0.025
'0:04.983',-0.275,0.015
'0:04.986',-0.285,0.030
'0:04.989',-0.305,0.010
'0:04.992',-0.300,0.000
'0:04.994',-0.295,-0.005
'0:04.997',-0.295,0.000
'0:05.000',-0.290,0.010
'0:05.003',-0.290,-0.005
'0:05.006',-0.290,-0.015
'0:05.008',-0.305,-0.030
'0:05.011',-0.310,-0.020
'0:05.014',-0.315,-0.010
'0:05.017',-0.295,-0.015
'0:05.019',-0.305,-0.035
'0:05.022',-0.310,-0.040
'0:05.025',-0.315,-0.055
'0:05.028',-0.330,-0.055
'0:05.031',-0.320,-0.045
'0:05.033',-0.320,-0.045
'0:05.036',-0.315,-0.055
'0:05.039',-0.330,-0.075
'0:05.042',-0.345,-0.080
'0:05.044',-0.340,-0.075
'0:05.047',-0.335,-0.075
'0:05.050',-0.325,-0.070
'0:05.053',-0.335,-0.085
'0:05.056',-0.325,-0.090
'0:05.058',-0.330,-0.100
'0:05.061',-0.340,-0.095
'0:05.064',-0.335,-0.095
'0:05.067',-0.320,-0.100
'0:05.069',-0.330,-0.105
'0:05.072',-0.335,-0.115
'0:05.075',-0.335,-0.120
'0:05.078',-0.345,-0.120
'0:05.081',-0.335,-0.110
'0:05.083',-0.330,-0.115
'0:05.086',-0.330,-0.110
'0:05.089',-0.340,-0.130
'0:05.092',-0.350,-0.140
'0:05.094',-0.340,-0.130
'0:05.097',-0.340,-0.110
'0:05.100',-0.330,-0.115
'0:05.103',-0.325,-0.115
'0:05.106',-0.330,-0.135
'0:05.108',-0.340,-0.145
'0:05.111',-0.340,-0.155
'0:05.114',-0.335,-0.135
'0:05.117',-0.330,-0.135
'0:05.119',-0.330,-0.135
'0:05.122',-0.330,-0.140
'0:05.125',-0.340,-0.160
'0:05.128',-0.350,-0.145
'0:05.131',-0.340,-0.140
'0:05.133',-0.330,-0.140
'0:05.136',-0.330,-0.140
'0:05.139',-0.330,-0.150
'0:05.142',-0.335,-0.160
'0:05.144',-0.340,-0.165
'0:05.147',-0.345,-0.145
'0:05.150',-0.330,-0.145
'0:05.153',-0.335,-0.135
'0:05.156',-0.335,-0.155
'0:05.158',-0.340,-0.165
'0:05.161',-0.335,-0.150
'0:05.164',-0.325,-0.150
'0:05.167',-0.320,-0.145
'0:05.169',-0.320,-0.140
'0:05.172',-0.320,-0.165
'0:05.175',-0.330,-0.170
'0:05.178',-0.320,-0.165
'0:05.181',-0.315,-0.150
'0:05.183',-0.310,-0.155
'0:05.186',-0.320,-0.165
'0:05.189',-0.330,-0.165
'0:05.192',-0.335,-0.170
'0:05.194',-0.335,-0.160
'0:05.197',-0.320,-0.150
'0:05.200',-0.315,-0.150
'0:05.203',-0.330,-0.155
'0:05.206',-0.325,-0.165
'0:05.208',-0.315,-0.170
'0:05.211',-0.310,-0.170
'0:05.214',-0.305,-0.160
'0:05.217',-0.285,-0.165
'0:05.219',-0.295,-0.150
'0:05.222',-0.295,-0.160
'0:05.225',-0.305,-0.185
'0:05.228',-0.320,-0.175
'0:05.231',-0.305,-0.180
'0:05.233',-0.280,-0.155
'0:05.236',-0.275,-0.160
'0:05.239',-0.285,-0.175
'0:05.242',-0.290,-0.180
'0:05.244',-0.300,-0.185
'0:05.247',-0.290,-0.160
'0:05.250',-0.285,-0.160
'0:05.253',-0.280,-0.165
'0:05.256',-0.295,-0.180
'0:05.258',-0.295,-0.185
'0:05.261',-0.295,-0.170
'0:05.264',-0.285,-0.170
'0:05.267',-0.285,-0.150
'0:05.269',-0.280,-0.160
'0:05.272',-0.280,-0.155
'0:05.275',-0.280,-0.160
'0:05.278',-0.275,-0.150
'0:05.281',-0.270,-0.115
'0:05.283',-0.260,-0.030
'0:05.286',-0.230,0.185
'0:05.289',-0.210,0.590
'0:05.292',-0.160,0.845
'0:05.294',-0.085,0.770
'0:05.297',0.095,0.515
'0:05.300',0.420,0.335
'0:05.303',0.810,0.265
'0:05.306',0.935,0.195
'0:05.308',0.735,0.125
'0:05.311',0.385,0.055
'0:05.314',0.185,-0.025
'0:05.317',0.140,-0.150
'0:05.319',0.150,-0.300
'0:05.322',0.155,-0.470
'0:05.325',0.145,-0.655
'0:05.328',0.145,-0.845
'0:05.331',0.145,-1.050
'0:05.333',0.150,-1.255
'0:05.336',0.155,-1.425
'0:05.339',0.140,-1.585
'0:05.342',0.130,-1.730
'0:05.344',0.110,-1.865
'0:05.347',0.115,-2.010
'0:05.350',0.110,-2.190
'0:05.353',0.125,-2.410
'0:05.356',0.115,-2.590
'0:05.358',0.100,-2.720
'0:05.361',0.065,-2.805
'0:05.364',0.040,-2.875
'0:05.367',0.020,-2.960
'0:05.369',-0.010,-3.025
'0:05.372',-0.070,-3.090
'0:05.375',-0.140,-3.125
'0:05.378',-0.195,-3.140
'0:05.381',-0.250,-3.145
'0:05.383',-0.295,-3.160
'0:05.386',-0.365,-3.180
'0:05.389',-0.455,-3.190
'0:05.392',-0.530,-3.190
'0:05.394',-0.580,-3.180
'0:05.397',-0.560,-3.180
'0:05.400',-0.530,-3.160
'0:05.403',-0.475,-3.160
'0:05.406',-0.455,-3.135
'0:05.408',-0.460,-3.095
'0:05.411',-0.460,-3.005
'0:05.414',-0.470,-2.900
'0:05.417',-0.465,-2.760
'0:05.419',-0.455,-2.590
'0:05.422',-0.430,-2.395
'0:05.425',-0.425,-2.160
'0:05.428',-0.385,-1.875
'0:05.431',-0.330,-1.590
'0:05.433',-0.290,-1.320
'0:05.436',-0.270,-1.035
'0:05.439',-0.280,-0.780
'0:05.442',-0.315,-0.545
'0:05.444',-0.320,-0.315
'0:05.447',-0.310,-0.085
'0:05.450',-0.320,0.100
'0:05.453',-0.320,0.285
'0:05.456',-0.320,0.435
'0:05.458',-0.315,0.555
'0:05.461',-0.315,0.675
'0:05.464',-0.285,0.750
'0:05.467',-0.255,0.815
'0:05.469',-0.245,0.850
'0:05.472',-0.250,0.885
'0:05.475',-0.260,0.925
'0:05.478',-0.250,0.975
'0:05.481',-0.250,1.015
'0:05.483',-0.235,1.050
'0:05.486',-0.235,1.090
'0:05.489',-0.245,1.115
'0:05.492',-0.240,1.140
'0:05.494',-0.245,1.170
'0:05.497',-0.230,1.220
'0:05.500',-0.220,1.245
'0:05.503',-0.210,1.270
'0:05.506',-0.235,1.285
'0:05.508',-0.230,1.315
'0:05.511',-0.225,1.370
'0:05.514',-0.205,1.400
'0:05.517',-0.195,1.435
'0:05.519',-0.210,1.475
'0:05.522',-0.185,1.505
'0:05.525',-0.195,1.535
'0:05.528',-0.195,1.570
'0:05.531',-0.180,1.610
'0:05.533',-0.175,1.650
'0:05.536',-0.175,1.680
'0:05.539',-0.165,1.700
'0:05.542',-0.190,1.735
'0:05.544',-0.185,1.775
'0:05.547',-0.175,1.820
'0:05.550',-0.165,1.855
'0:05.553',-0.160,1.890
'0:05.556',-0.165,1.930
'0:05.558',-0.145,1.935
'0:05.561',-0.145,1.960
'0:05.564',-0.130,2.005
'0:05.567',-0.115,2.015
'0:05.569',-0.115,2.035
'0:05.572',-0.110,2.045
'0:05.575',-0.115,2.025
'0:05.578',-0.110,2.050
'0:05.581',-0.105,2.065
'0:05.583',-0.095,2.060
'0:05.586',-0.090,2.045
'0:05.589',-0.095,2.030
'0:05.592',-0.080,2.000
'0:05.594',-0.095,1.975
'0:05.597',-0.075,1.965
'0:05.600',-0.065,1.945
'0:05.603',-0.065,1.900
'0:05.606',-0.065,1.845
'0:05.608',-0.070,1.785
'0:05.611',-0.060,1.765
'0:05.614',-0.045,1.720
'0:05.617',-0.040,1.675
'0:05.619',-0.030,1.610
'0:05.622',-0.025,1.545
'0:05.625',-0.030,1.470
'0:05.628',-0.045,1.410
'0:05.631',-0.020,1.345
'0:05.633',-0.025,1.265
'0:05.636',-0.020,1.200
'0:05.639',-0.025,1.105
'0:05.642',-0.050,1.010
'0:05.644',-0.040,0.955
'0:05.647',-0.035,0.885
'0:05.650',-0.010,0.830
'0:05.653',-0.005,0.750
'0:05.656',-0.010,0.670
'0:05.658',-0.030,0.605
'0:05.661',-0.030,0.555
'0:05.664',-0.030,0.505
'0:05.667',-0.045,0.465
'0:05.669',-0.040,0.410
'0:05.672',-0.055,0.350
'0:05.675',-0.060,0.305
'0:05.678',-0.085,0.275
'0:05.681',-0.095,0.250
'0:05.683',-0.095,0.235
'0:05.686',-0.095,0.195
'0:05.689',-0.110,0.180
'0:05.692',-0.110,0.145
'0:05.694',-0.110,0.145
'0:05.697',-0.120,0.140
'0:05.700',-0.120,0.125
'0:05.703',-0.130,0.090
'0:05.706',-0.140,0.075
'0:05.708',-0.160,0.055
'0:05.711',-0.170,0.060
'0:05.714',-0.165,0.065
'0:05.717',-0.170,0.065
'0:05.719',-0.185,0.040
'0:05.722',-0.185,0.035
'0:05.725',-0.200,0.020
'0:05.728',-0.205,0.025
'0:05.731',-0.200,0.025
'0:05.733',-0.185,0.020
'0:05.736',-0.190,0.025
'0:05.739',-0.200,0.010
'0:05.742',-0.190,0.000
'0:05.744',-0.200,0.005
'0:05.747',-0.185,0.010
'0:05.750',-0.180,0.025
'0:05.753',-0.185,0.015
'0:05.756',-0.190,0.000
'0:05.758',-0.205,0.005
'0:05.761',-0.220,0.015
'0:05.764',-0.210,0.015
'0:05.767',-0.200,0.030
'0:05.769',-0.200,0.030
'0:05.772',-0.195,0.020
'0:05.775',-0.205,0.030
'0:05.778',-0.200,0.020
'0:05.781',-0.195,0.035
'0:05.783',-0.200,0.035
'0:05.786',-0.200,0.035
'0:05.789',-0.215,0.020
'0:05.792',-0.220,0.015
'0:05.794',-0.215,0.025
'0:05.797',-0.205,0.030
'0:05.800',-0.195,0.025
'0:05.803',-0.195,0.025
'0:05.806',-0.205,0.005
'0:05.808',-0.225,-0.015
'0:05.811',-0.225,0.015
'0:05.814',-0.235,0.015
'0:05.817',-0.225,0.010
'0:05.819',-0.225,0.000
'0:05.822',-0.225,-0.015
'0:05.825',-0.235,-0.025
'0:05.828',-0.245,-0.025
'0:05.831',-0.245,-0.010
'0:05.833',-0.245,-0.015
'0:05.836',-0.245,-0.020
'0:05.839',-0.245,-0.035
'0:05.842',-0.245,-0.050
'0:05.844',-0.255,-0.040
'0:05.847',-0.250,-0.055
'0:05.850',-0.245,-0.045
'0:05.853',-0.260,-0.055
'0:05.856',-0.260,-0.080
'0:05.858',-0.265,-0.075
'0:05.861',-0.270,-0.075
'0:05.864',-0.255,-0.070
'0:05.867',-0.255,-0.070
'0:05.869',-0.260,-0.080
'0:05.872',-0.255,-0.095
'0:05.875',-0.255,-0.090
'0:05.878',-0.265,-0.100
'0:05.881',-0.260,-0.095
'0:05.883',-0.250,-0.100
'0:05.886',-0.280,-0.100
'0:05.889',-0.265,-0.120
'0:05.892',-0.265,-0.130
'0:05.894',-0.275,-0.120
'0:05.897',-0.265,-0.125
'0:05.900',-0.265,-0.115
'0:05.903',-0.265,-0.125
'0:05.906',-0.275,-0.140
'0:05.908',-0.270,-0.135
'0:05.911',-0.280,-0.135
'0:05.914',-0.265,-0.140
'0:05.917',-0.255,-0.145
'0:05.919',-0.250,-0.135
'0:05.922',-0.275,-0.140
'0:05.925',-0.280,-0.150
'0:05.928',-0.275,-0.150
'0:05.931',-0.275,-0.145
'0:05.933',-0.270,-0.150
'0:05.936',-0.275,-0.150
'0:05.939',-0.260,-0.155
'0:05.942',-0.270,-0.155
'0:05.944',-0.265,-0.150
'0:05.947',-0.275,-0.145
'0:05.950',-0.255,-0.155
'0:05.953',-0.255,-0.140
'0:05.956',-0.260,-0.160
'0:05.958',-0.265,-0.160
'0:05.961',-0.270,-0.170
'0:05.964',-0.260,-0.160
'0:05.967',-0.250,-0.150
'0:05.969',-0.260,-0.160
'0:05.972',-0.255,-0.160
'0:05.975',-0.265,-0.180
'0:05.978',-0.260,-0.170
'0:05.981',-0.250,-0.160
'0:05.983',-0.240,-0.170
'0:05.986',-0.250,-0.165
'0:05.989',-0.255,-0.170
'0:05.992',-0.260,-0.180
'0:05.994',-0.260,-0.170
'0:05.997',-0.255,-0.150
'0:06.000',-0.250,-0.160
'0:06.003',-0.255,-0.165
'0:06.006',-0.245,-0.170
'0:06.008',-0.270,-0.180
'0:06.011',-0.275,-0.175
'0:06.014',-0.270,-0.165
'0:06.017',-0.255,-0.165
'0:06.019',-0.255,-0.170
'0:06.022',-0.260,-0.175
'0:06.025',-0.265,-0.185
'0:06.028',-0.260,-0.175
'0:06.031',-0.260,-0.175
'0:06.033',-0.255,-0.170
'0:06.036',-0.245,-0.170
'0:06.039',-0.245,-0.175
'0:06.042',-0.255,-0.185
'0:06.044',-0.260,-0.180
'0:06.047',-0.255,-0.175
'0:06.050',-0.255,-0.170
'0:06.053',-0.250,-0.175
'0:06.056',-0.250,-0.180
'0:06.058',-0.260,-0.195
'0:06.061',-0.265,-0.180
'0:06.064',-0.255,-0.165
'0:06.067',-0.240,-0.160
'0:06.069',-0.245,-0.170
'0:06.072',-0.245,-0.170
'0:06.075',-0.250,-0.175
'0:06.078',-0.255,-0.170
'0:06.081',-0.240,-0.150
'0:06.083',-0.225,-0.140
'0:06.086',-0.220,-0.110
'0:06.089',-0.220,-0.095
'0:06.092',-0.225,0.005
'0:06.094',-0.225,0.275
'0:06.097',-0.175,0.705
'0:06.100',-0.115,0.955
'0:06.103',-0.035,0.805
'0:06.106',0.155,0.500
'0:06.108',0.510,0.335
'0:06.111',0.880,0.265
'0:06.114',0.955,0.235
'0:06.117',0.685,0.175
'0:06.119',0.345,0.090
'0:06.122',0.185,-0.010
'0:06.125',0.155,-0.150
'0:06.128',0.175,-0.300
'0:06.131',0.190,-0.450
'0:06.133',0.195,-0.625
'0:06.136',0.195,-0.835
'0:06.139',0.185,-1.060
'0:06.142',0.190,-1.265
'0:06.144',0.190,-1.420
'0:06.147',0.200,-1.560
'0:06.150',0.195,-1.690
'0:06.153',0.165,-1.850
'0:06.156',0.140,-2.035
'0:06.158',0.135,-2.265
'0:06.161',0.130,-2.465
'0:06.164',0.130,-2.590
'0:06.167',0.125,-2.695
'0:06.169',0.085,-2.790
'0:06.172',0.045,-2.900
'0:06.175',-0.015,-3.005
'0:06.178',-0.075,-3.065
'0:06.181',-0.120,-3.095
'0:06.183',-0.170,-3.125
'0:06.186',-0.240,-3.150
'0:06.189',-0.320,-3.175
'0:06.192',-0.390,-3.195
'0:06.194',-0.480,-3.190
'0:06.197',-0.555,-3.180
'0:06.200',-0.580,-3.175
'0:06.203',-0.575,-3.160
'0:06.206',-0.540,-3.155
'0:06.208',-0.510,-3.145
'0:06.211',-0.485,-3.105
'0:06.214',-0.470,-3.030
'0:06.217',-0.450,-2.925
'0:06.219',-0.450,-2.810
'0:06.222',-0.440,-2.650
'0:06.225',-0.435,-2.480
'0:06.228',-0.415,-2.250
'0:06.231',-0.370,-1.990
'0:06.233',-0.340,-1.720
'0:06.236',-0.285,-1.430
'0:06.239',-0.265,-1.160
'0:06.242',-0.280,-0.915
'0:06.244',-0.285,-0.675
'0:06.247',-0.290,-0.425
'0:06.250',-0.285,-0.200
'0:06.253',-0.295,-0.010
'0:06.256',-0.305,0.175
'0:06.258',-0.315,0.370
'0:06.261',-0.305,0.530
'0:06.264',-0.285,0.645
'0:06.267',-0.270,0.720
'0:06.269',-0.250,0.780
'0:06.272',-0.260,0.815
'0:06.275',-0.260,0.850
'0:06.278',-0.265,0.905
'0:06.281',-0.260,0.950
'0:06.283',-0.240,0.985
'0:06.286',-0.235,1.020
'0:06.289',-0.245,1.055
'0:06.292',-0.245,1.065
'0:06.294',-0.250,1.115
'0:06.297',-0.250,1.155
'0:06.300',-0.225,1.195
'0:06.303',-0.220,1.235
'0:06.306',-0.235,1.240
'0:06.308',-0.250,1.265
'0:06.311',-0.245,1.320
'0:06.314',-0.230,1.355
'0:06.317',-0.220,1.400
'0:06.319',-0.215,1.430
'0:06.322',-0.215,1.445
'0:06.325',-0.240,1.485
'0:06.328',-0.225,1.530
'0:06.331',-0.210,1.565
'0:06.333',-0.195,1.615
'0:06.336',-0.200,1.645
'0:06.339',-0.205,1.670
'0:06.342',-0.230,1.705
'0:06.344',-0.215,1.740
'0:06.347',-0.205,1.785
'0:06.350',-0.195,1.810
'0:06.353',-0.190,1.855
'0:06.356',-0.185,1.875
'0:06.358',-0.185,1.890
'0:06.361',-0.175,1.915
'0:06.364',-0.165,1.965
'0:06.367',-0.160,1.990
'0:06.369',-0.155,1.995
'0:06.372',-0.160,2.010
'0:06.375',-0.160,2.000
'0:06.378',-0.160,2.020
'0:06.381',-0.130,2.025
'0:06.383',-0.130,2.040
'0:06.386',-0.120,2.020
'0:06.389',-0.125,1.990
'0:06.392',-0.120,1.980
'0:06.394',-0.110,1.960
'0:06.397',-0.095,1.945
'0:06.400',-0.080,1.915
'0:06.403',-0.075,1.870
'0:06.406',-0.090,1.825
'0:06.408',-0.095,1.775
'0:06.411',-0.100,1.730
'0:06.414',-0.070,1.685
'0:06.417',-0.070,1.625
'0:06.419',-0.080,1.560
'0:06.422',-0.085,1.480
'0:06.425',-0.080,1.410
'0:06.428',-0.075,1.355
'0:06.431',-0.050,1.300
'0:06.433',-0.045,1.215
'0:06.436',-0.055,1.160
'0:06.439',-0.060,1.075
'0:06.442',-0.065,0.985
'0:06.444',-0.075,0.940
'0:06.447',-0.060,0.880
'0:06.450',-0.060,0.815
'0:06.453',-0.060,0.750
'0:06.456',-0.070,0.675
'0:06.458',-0.080,0.615
'0:06.461',-0.100,0.570
'0:06.464',-0.100,0.520
'0:06.467',-0.085,0.480
'0:06.469',-0.095,0.430
'0:06.472',-0.110,0.380
'0:06.475',-0.125,0.335
'0:06.478',-0.140,0.310
'0:06.481',-0.135,0.290
'0:06.483',-0.140,0.250
'0:06.486',-0.130,0.225
'0:06.489',-0.140,0.195
'0:06.492',-0.155,0.165
'0:06.494',-0.170,0.150
'0:06.497',-0.165,0.135
'0:06.500',-0.165,0.130
'0:06.503',-0.165,0.115
'0:06.506',-0.170,0.090
'0:06.508',-0.180,0.070
'0:06.511',-0.175,0.070
'0:06.514',-0.180,0.070
'0:06.517',-0.175,0.070
'0:06.519',-0.175,0.055
'0:06.522',-0.185,0.050
'0:06.525',-0.195,0.040
'0:06.528',-0.200,0.045
'0:06.531',-0.190,0.040
'0:06.533',-0.185,0.060
'0:06.536',-0.190,0.045
'0:06.539',-0.200,0.040
'0:06.542',-0.215,0.030
'0:06.544',-0.225,0.030
'0:06.547',-0.210,0.050
'0:06.550',-0.200,0.040
'0:06.553',-0.205,0.040
'0:06.556',-0.215,0.035
'0:06.558',-0.205,0.025
'0:06.561',-0.220,0.035
'0:06.564',-0.210,0.040
'0:06.567',-0.200,0.050
'0:06.569',-0.210,0.055
'0:06.572',-0.210,0.045
'0:06.575',-0.215,0.040
'0:06.578',-0.220,0.045
'0:06.581',-0.210,0.060
'0:06.583',-0.195,0.065
'0:06.586',-0.210,0.075
'0:06.589',-0.215,0.080
'0:06.592',-0.235,0.060
'0:06.594',-0.240,0.075
'0:06.597',-0.230,0.090
'0:06.600',-0.220,0.090
'0:06.603',-0.220,0.095
'0:06.606',-0.230,0.065
'0:06.608',-0.245,0.060
'0:06.611',-0.250,0.075
'0:06.614',-0.245,0.085
'0:06.617',-0.240,0.075
'0:06.619',-0.225,0.070
'0:06.622',-0.230,0.050
'0:06.625',-0.225,0.030
'0:06.628',-0.235,0.030
'0:06.631',-0.220,0.030
'0:06.633',-0.210,0.020
'0:06.636',-0.220,-0.005
'0:06.639',-0.230,-0.025
'0:06.642',-0.230,-0.050
'0:06.644',-0.220,-0.050
'0:06.647',-0.210,-0.055
'0:06.650',-0.190,-0.070
'0:06.653',-0.195,-0.080
'0:06.656',-0.200,-0.095
'0:06.658',-0.230,-0.130
'0:06.661',-0.235,-0.130
'0:06.664',-0.230,-0.120
'0:06.667',-0.220,-0.120
'0:06.669',-0.220,-0.125
'0:06.672',-0.230,-0.130
'0:06.675',-0.230,-0.140
'0:06.678',-0.245,-0.120
'0:06.681',-0.240,-0.120
'0:06.683',-0.240,-0.120
'0:06.686',-0.245,-0.130
'0:06.689',-0.260,-0.140
'0:06.692',-0.280,-0.145
'0:06.694',-0.305,-0.150
'0:06.697',-0.285,-0.140
'0:06.700',-0.280,-0.140
'0:06.703',-0.280,-0.135
'0:06.706',-0.285,-0.155
'0:06.708',-0.295,-0.170
'0:06.711',-0.310,-0.155
'0:06.714',-0.295,-0.160
'0:06.717',-0.285,-0.145
'0:06.719',-0.275,-0.165
'0:06.722',-0.295,-0.165
'0:06.725',-0.310,-0.175
'0:06.728',-0.310,-0.165
'0:06.731',-0.315,-0.170
'0:06.733',-0.295,-0.165
'0:06.736',-0.295,-0.175
'0:06.739',-0.315,-0.185
'0:06.742',-0.320,-0.190
'0:06.744',-0.320,-0.185
'0:06.747',-0.305,-0.170
'0:06.750',-0.295,-0.165
'0:06.753',-0.300,-0.185
'0:06.756',-0.320,-0.195
'0:06.758',-0.315,-0.205
'0:06.761',-0.315,-0.190
'0:06.764',-0.305,-0.185
'0:06.767',-0.295,-0.180
'0:06.769',-0.305,-0.190
'0:06.772',-0.310,-0.185
'0:06.775',-0.310,-0.200
'0:06.778',-0.310,-0.190
'0:06.781',-0.300,-0.170
'0:06.783',-0.300,-0.175
'0:06.786',-0.300,-0.175
'0:06.789',-0.315,-0.195
'0:06.792',-0.320,-0.200
'0:06.794',-0.310,-0.190
'0:06.797',-0.305,-0.185
'0:06.800',-0.295,-0.180
'0:06.803',-0.295,-0.180
'0:06.806',-0.300,-0.195
'0:06.808',-0.295,-0.215
'0:06.811',-0.310,-0.190
'0:06.814',-0.305,-0.185
'0:06.817',-0.305,-0.180
'0:06.819',-0.295,-0.170
'0:06.822',-0.300,-0.185
'0:06.825',-0.300,-0.190
'0:06.828',-0.300,-0.195
'0:06.831',-0.295,-0.185
'0:06.833',-0.285,-0.175
'0:06.836',-0.285,-0.180
'0:06.839',-0.290,-0.195
'0:06.842',-0.310,-0.190
'0:06.844',-0.305,-0.180
'0:06.847',-0.290,-0.175
'0:06.850',-0.285,-0.175
'0:06.853',-0.290,-0.175
'0:06.856',-0.300,-0.190
'0:06.858',-0.290,-0.200
'0:06.861',-0.300,-0.195
'0:06.864',-0.285,-0.170
'0:06.867',-0.285,-0.175
'0:06.869',-0.285,-0.165
'0:06.872',-0.285,-0.185
'0:06.875',-0.280,-0.180
'0:06.878',-0.275,-0.165
'0:06.881',-0.270,-0.140
'0:06.883',-0.250,-0.120
'0:06.886',-0.250,-0.095
'0:06.889',-0.255,-0.055
'0:06.892',-0.250,0.080
'0:06.894',-0.230,0.355
'0:06.897',-0.190,0.680
'0:06.900',-0.130,0.730
'0:06.903',-0.030,0.515
'0:06.906',0.225,0.300
'0:06.908',0.585,0.205
'0:06.911',0.785,0.160
'0:06.914',0.650,0.110
'0:06.917',0.340,0.055
'0:06.919',0.150,-0.060
'0:06.922',0.110,-0.190
'0:06.925',0.120,-0.350
'0:06.928',0.155,-0.520
'0:06.931',0.155,-0.695
'0:06.933',0.155,-0.905
'0:06.936',0.150,-1.120
'0:06.939',0.155,-1.350
'0:06.942',0.160,-1.535
'0:06.944',0.165,-1.685
'0:06.947',0.155,-1.830
'0:06.950',0.145,-1.970
'0:06.953',0.125,-2.125
'0:06.956',0.135,-2.300
'0:06.958',0.135,-2.455
'0:06.961',0.135,-2.570
'0:06.964',0.125,-2.650
'0:06.967',0.110,-2.715
'0:06.969',0.075,-2.795
'0:06.972',0.040,-2.900
'0:06.975',-0.020,-2.980
'0:06.978',-0.075,-3.005
'0:06.981',-0.120,-3.025
'0:06.983',-0.170,-3.055
'0:06.986',-0.230,-3.090
'0:06.989',-0.285,-3.120
'0:06.992',-0.375,-3.135
'0:06.994',-0.465,-3.140
'0:06.997',-0.480,-3.140
'0:07.000',-0.460,-3.125
'0:07.003',-0.405,-3.105
'0:07.006',-0.370,-3.100
'0:07.008',-0.365,-3.070
'0:07.011',-0.365,-3.010
'0:07.014',-0.360,-2.915
'0:07.017',-0.365,-2.820
'0:07.019',-0.375,-2.725
'0:07.022',-0.380,-2.615
'0:07.025',-0.400,-2.500
'0:07.028',-0.395,-2.350
'0:07.031',-0.380,-2.170
'0:07.033',-0.355,-1.950
'0:07.036',-0.330,-1.705
'0:07.039',-0.325,-1.480
'0:07.042',-0.320,-1.240
'0:07.044',-0.330,-1.010
